OSU_RTS.MDBUS_E3.049_E01 Time [SNAP],OSU_RTS.MDBUS_E3.049_E01 Value [SNAP],OSU_RTS.MDBUS_E3.049_E01 Status [SNAP],OSU_RTS.MDBUS_E3.049_E02 Time [SNAP],OSU_RTS.MDBUS_E3.049_E02 Value [SNAP],OSU_RTS.MDBUS_E3.049_E02 Status [SNAP],OSU_RTS.MDBUS_E3.049_E04 Time [SNAP],OSU_RTS.MDBUS_E3.049_E04 Value [SNAP],OSU_RTS.MDBUS_E3.049_E04 Status [SNAP],OSU_RTS.MDBUS_RT.049S_C Time [SNAP],OSU_RTS.MDBUS_RT.049S_C Value [SNAP],OSU_RTS.MDBUS_RT.049S_C Status [SNAP],OSU_RTS.MDBUS_RT.049S_HF Time [SNAP],OSU_RTS.MDBUS_RT.049S_HF Value [SNAP],OSU_RTS.MDBUS_RT.049S_HF Status [SNAP],OSU_RTS.MDBUS_RT.049S_HGT Time [SNAP],OSU_RTS.MDBUS_RT.049S_HGT Value [SNAP],OSU_RTS.MDBUS_RT.049S_HGT Status [SNAP],OSU_RTS.MDBUS_RT.049S_I Time [SNAP],OSU_RTS.MDBUS_RT.049S_I Value [SNAP],OSU_RTS.MDBUS_RT.049S_I Status [SNAP],OSU_RTS.MDBUS_RT.049S_P Time [SNAP],OSU_RTS.MDBUS_RT.049S_P Value [SNAP],OSU_RTS.MDBUS_RT.049S_P Status [SNAP],OSU_RTS.MDBUS_RT.049S_T Time [SNAP],OSU_RTS.MDBUS_RT.049S_T Value [SNAP],OSU_RTS.MDBUS_RT.049S_T Status [SNAP],Comments
10/20/18 16:45,156879,OK,10/20/18 16:45,197349,OK,10/20/18 16:45,1963287,OK,10/20/18 16:45,33589.22266,OK,10/20/18 16:45,316.4893799,OK,10/20/18 16:45,40542496,OK,10/20/18 16:45,0.264166138,OK,10/20/18 16:45,181.9529877,OK,10/20/18 16:45,381.0860901,OK,
10/20/18 17:00,156887,OK,10/20/18 17:00,197359,OK,10/20/18 17:00,1963364,OK,10/20/18 17:00,33589.31641,OK,10/20/18 17:00,505.28125,OK,10/20/18 17:00,40542608,OK,10/20/18 17:00,0.421743042,OK,10/20/18 17:00,182.0502777,OK,10/20/18 17:00,381.2643127,OK,
10/20/18 17:15,156896,OK,10/20/18 17:15,197369,OK,10/20/18 17:15,1963439,OK,10/20/18 17:15,33589.42969,OK,10/20/18 17:15,490.5232849,OK,10/20/18 17:15,40542744,OK,10/20/18 17:15,0.409416779,OK,10/20/18 17:15,182.4473114,OK,10/20/18 17:15,381.0167847,OK,
10/20/18 17:30,156904,OK,10/20/18 17:30,197379,OK,10/20/18 17:30,1963515,OK,10/20/18 17:30,33589.51172,OK,10/20/18 17:30,387.999939,OK,10/20/18 17:30,40542844,OK,10/20/18 17:30,0.323634979,OK,10/20/18 17:30,183.0660248,OK,10/20/18 17:30,381.8136292,OK,
10/20/18 17:45,156913,OK,10/20/18 17:45,197389,OK,10/20/18 17:45,1963590,OK,10/20/18 17:45,33589.60547,OK,10/20/18 17:45,508.7827148,OK,10/20/18 17:45,40542952,OK,10/20/18 17:45,0.424679565,OK,10/20/18 17:45,181.5196991,OK,10/20/18 17:45,381.0310364,OK,
10/20/18 18:00,156921,OK,10/20/18 18:00,197400,OK,10/20/18 18:00,1963665,OK,10/20/18 18:00,33589.69531,OK,10/20/18 18:00,439.0133057,OK,10/20/18 18:00,40543064,OK,10/20/18 18:00,0.366524323,OK,10/20/18 18:00,177.7663116,OK,10/20/18 18:00,379.424469,OK,
10/20/18 18:15,156929,OK,10/20/18 18:15,197410,OK,10/20/18 18:15,1963741,OK,10/20/18 18:15,33589.79688,OK,10/20/18 18:15,509.0009155,OK,10/20/18 18:15,40543184,OK,10/20/18 18:15,0.425002289,OK,10/20/18 18:15,175.9083099,OK,10/20/18 18:15,378.7690125,OK,
10/20/18 18:30,156937,OK,10/20/18 18:30,197420,OK,10/20/18 18:30,1963815,OK,10/20/18 18:30,33589.88281,OK,10/20/18 18:30,673.234436,OK,10/20/18 18:30,40543284,OK,10/20/18 18:30,0.56185199,OK,10/20/18 18:30,173.6752472,OK,10/20/18 18:30,377.6202393,OK,
10/20/18 18:45,156945,OK,10/20/18 18:45,197430,OK,10/20/18 18:45,1963888,OK,10/20/18 18:45,33590.00781,OK,10/20/18 18:45,515.612854,OK,10/20/18 18:45,40543436,OK,10/20/18 18:45,0.43050473,OK,10/20/18 18:45,176.6249847,OK,10/20/18 18:45,379.4309998,OK,
10/20/18 19:00,156953,OK,10/20/18 19:00,197440,OK,10/20/18 19:00,1963962,OK,10/20/18 19:00,33590.13672,OK,10/20/18 19:00,687.6958008,OK,10/20/18 19:00,40543592,OK,10/20/18 19:00,0.574093201,OK,10/20/18 19:00,179.2351532,OK,10/20/18 19:00,380.282959,OK,
10/20/18 19:15,156961,OK,10/20/18 19:15,197450,OK,10/20/18 19:15,1964039,OK,10/20/18 19:15,33590.34766,OK,10/20/18 19:15,1480.012939,OK,10/20/18 19:15,40543848,OK,10/20/18 19:15,1.235277832,OK,10/20/18 19:15,182.6974945,OK,10/20/18 19:15,381.3985596,OK,
10/20/18 19:30,156969,OK,10/20/18 19:30,197460,OK,10/20/18 19:30,1964117,OK,10/20/18 19:30,33590.60938,OK,10/20/18 19:30,1173.223389,OK,10/20/18 19:30,40544160,OK,10/20/18 19:30,0.979437561,OK,10/20/18 19:30,178.8942719,OK,10/20/18 19:30,380.1260376,OK,
10/20/18 19:45,156977,OK,10/20/18 19:45,197470,OK,10/20/18 19:45,1964194,OK,10/20/18 19:45,33590.82031,OK,10/20/18 19:45,1136.566406,OK,10/20/18 19:45,40544412,OK,10/20/18 19:45,0.948736816,OK,10/20/18 19:45,180.6850739,OK,10/20/18 19:45,380.2463989,OK,
10/20/18 20:00,156985,OK,10/20/18 20:00,197480,OK,10/20/18 20:00,1964270,OK,10/20/18 20:00,33591.08594,OK,10/20/18 20:00,1306.00293,OK,10/20/18 20:00,40544728,OK,10/20/18 20:00,1.090472046,OK,10/20/18 20:00,176.0043945,OK,10/20/18 20:00,378.7996826,OK,
10/20/18 20:15,156993,OK,10/20/18 20:15,197491,OK,10/20/18 20:15,1964343,OK,10/20/18 20:15,33591.3125,OK,10/20/18 20:15,1020.862183,OK,10/20/18 20:15,40545000,OK,10/20/18 20:15,0.852363525,OK,10/20/18 20:15,176.4688568,OK,10/20/18 20:15,378.9544678,OK,
10/20/18 20:30,157001,OK,10/20/18 20:30,197501,OK,10/20/18 20:30,1964416,OK,10/20/18 20:30,33591.53125,OK,10/20/18 20:30,1327.852661,OK,10/20/18 20:30,40545264,OK,10/20/18 20:30,1.108309082,OK,10/20/18 20:30,182.2352753,OK,10/20/18 20:30,381.180481,OK,
10/20/18 20:45,157009,OK,10/20/18 20:45,197511,OK,10/20/18 20:45,1964489,OK,10/20/18 20:45,33591.79688,OK,10/20/18 20:45,1227.393555,OK,10/20/18 20:45,40545580,OK,10/20/18 20:45,1.024868408,OK,10/20/18 20:45,175.4143219,OK,10/20/18 20:45,378.4059448,OK,
10/20/18 21:00,157017,OK,10/20/18 21:00,197520,OK,10/20/18 21:00,1964563,OK,10/20/18 21:00,33592.03125,OK,10/20/18 21:00,1217.230347,OK,10/20/18 21:00,40545860,OK,10/20/18 21:00,1.016184692,OK,10/20/18 21:00,178.710434,OK,10/20/18 21:00,380.1367798,OK,
10/20/18 21:15,157025,OK,10/20/18 21:15,197530,OK,10/20/18 21:15,1964640,OK,10/20/18 21:15,33592.30469,OK,10/20/18 21:15,1380.709473,OK,10/20/18 21:15,40546188,OK,10/20/18 21:15,1.148515625,OK,10/20/18 21:15,177.5757904,OK,10/20/18 21:15,384.9591064,OK,
10/20/18 21:30,157033,OK,10/20/18 21:30,197540,OK,10/20/18 21:30,1964717,OK,10/20/18 21:30,33592.5625,OK,10/20/18 21:30,1093.61499,OK,10/20/18 21:30,40546496,OK,10/20/18 21:30,0.909141602,OK,10/20/18 21:30,174.2219086,OK,10/20/18 21:30,385.1972656,OK,
10/20/18 21:45,157041,OK,10/20/18 21:45,197550,OK,10/20/18 21:45,1964794,OK,10/20/18 21:45,33592.79688,OK,10/20/18 21:45,1188.531494,OK,10/20/18 21:45,40546780,OK,10/20/18 21:45,0.991902771,OK,10/20/18 21:45,174.5721588,OK,10/20/18 21:45,377.8308716,OK,
10/20/18 22:00,157049,OK,10/20/18 22:00,197559,OK,10/20/18 22:00,1964871,OK,10/20/18 22:00,33593.07031,OK,10/20/18 22:00,1243.020996,OK,10/20/18 22:00,40547104,OK,10/20/18 22:00,1.03776062,OK,10/20/18 22:00,178.0251617,OK,10/20/18 22:00,379.2227783,OK,
10/20/18 22:15,157057,OK,10/20/18 22:15,197569,OK,10/20/18 22:15,1964947,OK,10/20/18 22:15,33593.30469,OK,10/20/18 22:15,1447.712036,OK,10/20/18 22:15,40547388,OK,10/20/18 22:15,1.208521851,OK,10/20/18 22:15,179.8044891,OK,10/20/18 22:15,380.2014465,OK,
10/20/18 22:30,157065,OK,10/20/18 22:30,197579,OK,10/20/18 22:30,1965022,OK,10/20/18 22:30,33593.5625,OK,10/20/18 22:30,1225.807495,OK,10/20/18 22:30,40547696,OK,10/20/18 22:30,1.020304565,OK,10/20/18 22:30,175.8904266,OK,10/20/18 22:30,383.2746582,OK,
10/20/18 22:45,157073,OK,10/20/18 22:45,197589,OK,10/20/18 22:45,1965072,OK,10/20/18 22:45,33593.77344,OK,10/20/18 22:45,800.0450439,OK,10/20/18 22:45,40547952,OK,10/20/18 22:45,0.664369568,OK,10/20/18 22:45,177.6406403,OK,10/20/18 22:45,388.2556763,OK,
10/20/18 23:00,157081,OK,10/20/18 23:00,197598,OK,10/20/18 23:00,1965122,OK,10/20/18 23:00,33593.92969,OK,10/20/18 23:00,793.6815796,OK,10/20/18 23:00,40548140,OK,10/20/18 23:00,0.657200562,OK,10/20/18 23:00,170.397644,OK,10/20/18 23:00,391.7356567,OK,
10/20/18 23:15,157089,OK,10/20/18 23:15,197608,OK,10/20/18 23:15,1965173,OK,10/20/18 23:15,33594.14453,OK,10/20/18 23:15,980.8269653,OK,10/20/18 23:15,40548400,OK,10/20/18 23:15,0.808771545,OK,10/20/18 23:15,171.9833679,OK,10/20/18 23:15,400.2329102,OK,
10/20/18 23:30,157097,OK,10/20/18 23:30,197618,OK,10/20/18 23:30,1965224,OK,10/20/18 23:30,33594.30469,OK,10/20/18 23:30,605.8873291,OK,10/20/18 23:30,40548592,OK,10/20/18 23:30,0.500747437,OK,10/20/18 23:30,172.6524658,OK,10/20/18 23:30,396.010376,OK,
10/20/18 23:45,157105,OK,10/20/18 23:45,197627,OK,10/20/18 23:45,1965274,OK,10/20/18 23:45,33594.47656,OK,10/20/18 23:45,738.9347534,OK,10/20/18 23:45,40548800,OK,10/20/18 23:45,0.609958435,OK,10/20/18 23:45,171.312561,OK,10/20/18 23:45,397.9804993,OK,
10/21/18 0:00,157113,OK,10/21/18 0:00,197637,OK,10/21/18 0:00,1965325,OK,10/21/18 0:00,33594.62109,OK,10/21/18 0:00,616.0784912,OK,10/21/18 0:00,40548980,OK,10/21/18 0:00,0.509250977,OK,10/21/18 0:00,171.1203766,OK,10/21/18 0:00,395.2773438,OK,
10/21/18 0:15,157121,OK,10/21/18 0:15,197647,OK,10/21/18 0:15,1965376,OK,10/21/18 0:15,33594.80859,OK,10/21/18 0:15,831.2371826,OK,10/21/18 0:15,40549204,OK,10/21/18 0:15,0.686080933,OK,10/21/18 0:15,171.4551544,OK,10/21/18 0:15,398.2231445,OK,
10/21/18 0:30,157129,OK,10/21/18 0:30,197657,OK,10/21/18 0:30,1965426,OK,10/21/18 0:30,33594.94922,OK,10/21/18 0:30,680.9202271,OK,10/21/18 0:30,40549376,OK,10/21/18 0:30,0.563013367,OK,10/21/18 0:30,169.4194183,OK,10/21/18 0:30,394.25177,OK,
10/21/18 0:45,157136,OK,10/21/18 0:45,197666,OK,10/21/18 0:45,1965477,OK,10/21/18 0:45,33595.14063,OK,10/21/18 0:45,743.7368774,OK,10/21/18 0:45,40549608,OK,10/21/18 0:45,0.615088013,OK,10/21/18 0:45,173.21698,OK,10/21/18 0:45,394.8838501,OK,
10/21/18 1:00,157144,OK,10/21/18 1:00,197676,OK,10/21/18 1:00,1965528,OK,10/21/18 1:00,33595.27734,OK,10/21/18 1:00,720.5438232,OK,10/21/18 1:00,40549772,OK,10/21/18 1:00,0.59754541,OK,10/21/18 1:00,172.4576263,OK,10/21/18 1:00,389.3945313,OK,
10/21/18 1:15,157152,OK,10/21/18 1:15,197686,OK,10/21/18 1:15,1965579,OK,10/21/18 1:15,33595.48438,OK,10/21/18 1:15,878.0136719,OK,10/21/18 1:15,40550024,OK,10/21/18 1:15,0.727519897,OK,10/21/18 1:15,170.3273926,OK,10/21/18 1:15,390.4375,OK,
10/21/18 1:30,157160,OK,10/21/18 1:30,197695,OK,10/21/18 1:30,1965630,OK,10/21/18 1:30,33595.66016,OK,10/21/18 1:30,1050.300903,OK,10/21/18 1:30,40550232,OK,10/21/18 1:30,0.872090637,OK,10/21/18 1:30,172.0112,OK,10/21/18 1:30,386.9170227,OK,
10/21/18 1:45,157168,OK,10/21/18 1:45,197705,OK,10/21/18 1:45,1965680,OK,10/21/18 1:45,33595.84766,OK,10/21/18 1:45,815.3185425,OK,10/21/18 1:45,40550460,OK,10/21/18 1:45,0.677934998,OK,10/21/18 1:45,171.7704926,OK,10/21/18 1:45,384.1478577,OK,
10/21/18 2:00,157176,OK,10/21/18 2:00,197715,OK,10/21/18 2:00,1965731,OK,10/21/18 2:00,33596.03516,OK,10/21/18 2:00,1041.615845,OK,10/21/18 2:00,40550684,OK,10/21/18 2:00,0.866828125,OK,10/21/18 2:00,169.9147491,OK,10/21/18 2:00,382.0787964,OK,
10/21/18 2:15,157183,OK,10/21/18 2:15,197725,OK,10/21/18 2:15,1965782,OK,10/21/18 2:15,33596.19922,OK,10/21/18 2:15,674.4594727,OK,10/21/18 2:15,40550880,OK,10/21/18 2:15,0.562608337,OK,10/21/18 2:15,170.143631,OK,10/21/18 2:15,377.6454468,OK,
10/21/18 2:30,157191,OK,10/21/18 2:30,197734,OK,10/21/18 2:30,1965833,OK,10/21/18 2:30,33596.39453,OK,10/21/18 2:30,1111.945679,OK,10/21/18 2:30,40551112,OK,10/21/18 2:30,0.927600769,OK,10/21/18 2:30,172.4871063,OK,10/21/18 2:30,378.1087646,OK,
10/21/18 2:45,157199,OK,10/21/18 2:45,197744,OK,10/21/18 2:45,1965884,OK,10/21/18 2:45,33596.58203,OK,10/21/18 2:45,627.6811523,OK,10/21/18 2:45,40551340,OK,10/21/18 2:45,0.524265442,OK,10/21/18 2:45,171.8739777,OK,10/21/18 2:45,376.9551697,OK,
10/21/18 3:00,157207,OK,10/21/18 3:00,197754,OK,10/21/18 3:00,1965935,OK,10/21/18 3:00,33596.76953,OK,10/21/18 3:00,996.432251,OK,10/21/18 3:00,40551560,OK,10/21/18 3:00,0.832330261,OK,10/21/18 3:00,170.8915405,OK,10/21/18 3:00,376.447937,OK,
10/21/18 3:15,157214,OK,10/21/18 3:15,197763,OK,10/21/18 3:15,1965986,OK,10/21/18 3:15,33596.92969,OK,10/21/18 3:15,683.8335571,OK,10/21/18 3:15,40551756,OK,10/21/18 3:15,0.571220947,OK,10/21/18 3:15,170.7293854,OK,10/21/18 3:15,376.7007446,OK,
10/21/18 3:30,157222,OK,10/21/18 3:30,197773,OK,10/21/18 3:30,1966037,OK,10/21/18 3:30,33597.14063,OK,10/21/18 3:30,836.4780884,OK,10/21/18 3:30,40552008,OK,10/21/18 3:30,0.698679138,OK,10/21/18 3:30,171.5486145,OK,10/21/18 3:30,376.7825928,OK,
10/21/18 3:45,157230,OK,10/21/18 3:45,197783,OK,10/21/18 3:45,1966087,OK,10/21/18 3:45,33597.30859,OK,10/21/18 3:45,961.1206665,OK,10/21/18 3:45,40552208,OK,10/21/18 3:45,0.802800781,OK,10/21/18 3:45,171.3475494,OK,10/21/18 3:45,377.0626831,OK,
10/21/18 4:00,157238,OK,10/21/18 4:00,197793,OK,10/21/18 4:00,1966138,OK,10/21/18 4:00,33597.53516,OK,10/21/18 4:00,766.2245483,OK,10/21/18 4:00,40552480,OK,10/21/18 4:00,0.639994385,OK,10/21/18 4:00,171.6429291,OK,10/21/18 4:00,376.8842163,OK,
10/21/18 4:15,157246,OK,10/21/18 4:15,197802,OK,10/21/18 4:15,1966190,OK,10/21/18 4:15,33597.69531,OK,10/21/18 4:15,1067.680176,OK,10/21/18 4:15,40552672,OK,10/21/18 4:15,0.891898132,OK,10/21/18 4:15,170.1655731,OK,10/21/18 4:15,376.5587769,OK,
10/21/18 4:30,157253,OK,10/21/18 4:30,197812,OK,10/21/18 4:30,1966240,OK,10/21/18 4:30,33597.89844,OK,10/21/18 4:30,874.7538452,OK,10/21/18 4:30,40552912,OK,10/21/18 4:30,0.730722839,OK,10/21/18 4:30,170.3514252,OK,10/21/18 4:30,376.3754272,OK,
10/21/18 4:45,157261,OK,10/21/18 4:45,197822,OK,10/21/18 4:45,1966291,OK,10/21/18 4:45,33598.08594,OK,10/21/18 4:45,1183.293091,OK,10/21/18 4:45,40553140,OK,10/21/18 4:45,0.988506042,OK,10/21/18 4:45,169.8150177,OK,10/21/18 4:45,376.0844421,OK,
10/21/18 5:00,157269,OK,10/21/18 5:00,197832,OK,10/21/18 5:00,1966341,OK,10/21/18 5:00,33598.26953,OK,10/21/18 5:00,769.6930542,OK,10/21/18 5:00,40553360,OK,10/21/18 5:00,0.642915955,OK,10/21/18 5:00,171.1781769,OK,10/21/18 5:00,377.1895447,OK,
10/21/18 5:15,157277,OK,10/21/18 5:15,197841,OK,10/21/18 5:15,1966392,OK,10/21/18 5:15,33598.46484,OK,10/21/18 5:15,1075.466309,OK,10/21/18 5:15,40553592,OK,10/21/18 5:15,0.898182678,OK,10/21/18 5:15,173.0768585,OK,10/21/18 5:15,377.3992004,OK,
10/21/18 5:30,157284,OK,10/21/18 5:30,197851,OK,10/21/18 5:30,1966443,OK,10/21/18 5:30,33598.67188,OK,10/21/18 5:30,875.4191284,OK,10/21/18 5:30,40553840,OK,10/21/18 5:30,0.730962646,OK,10/21/18 5:30,175.6710663,OK,10/21/18 5:30,378.7475891,OK,
10/21/18 5:45,157292,OK,10/21/18 5:45,197861,OK,10/21/18 5:45,1966493,OK,10/21/18 5:45,33598.89063,OK,10/21/18 5:45,977.5982666,OK,10/21/18 5:45,40554100,OK,10/21/18 5:45,0.815709045,OK,10/21/18 5:45,175.1614838,OK,10/21/18 5:45,378.3536377,OK,
10/21/18 6:00,157300,OK,10/21/18 6:00,197870,OK,10/21/18 6:00,1966544,OK,10/21/18 6:00,33599.07422,OK,10/21/18 6:00,768.649353,OK,10/21/18 6:00,40554320,OK,10/21/18 6:00,0.641816895,OK,10/21/18 6:00,175.3416595,OK,10/21/18 6:00,378.3113708,OK,
10/21/18 6:15,157308,OK,10/21/18 6:15,197880,OK,10/21/18 6:15,1966595,OK,10/21/18 6:15,33599.26953,OK,10/21/18 6:15,955.1321411,OK,10/21/18 6:15,40554560,OK,10/21/18 6:15,0.797459656,OK,10/21/18 6:15,173.2211304,OK,10/21/18 6:15,377.5234375,OK,
10/21/18 6:30,157315,OK,10/21/18 6:30,197890,OK,10/21/18 6:30,1966645,OK,10/21/18 6:30,33599.44141,OK,10/21/18 6:30,961.7062378,OK,10/21/18 6:30,40554760,OK,10/21/18 6:30,0.802530701,OK,10/21/18 6:30,174.779953,OK,10/21/18 6:30,378.0517578,OK,
10/21/18 6:45,157323,OK,10/21/18 6:45,197900,OK,10/21/18 6:45,1966696,OK,10/21/18 6:45,33599.65234,OK,10/21/18 6:45,876.3977661,OK,10/21/18 6:45,40555016,OK,10/21/18 6:45,0.731192749,OK,10/21/18 6:45,174.1993866,OK,10/21/18 6:45,378.3023682,OK,
10/21/18 7:00,157331,OK,10/21/18 7:00,197910,OK,10/21/18 7:00,1966747,OK,10/21/18 7:00,33599.81641,OK,10/21/18 7:00,1119.740967,OK,10/21/18 7:00,40555212,OK,10/21/18 7:00,0.934984619,OK,10/21/18 7:00,175.3530426,OK,10/21/18 7:00,378.230072,OK,
10/21/18 7:15,157338,OK,10/21/18 7:15,197920,OK,10/21/18 7:15,1966797,OK,10/21/18 7:15,33600.02344,OK,10/21/18 7:15,812.0302124,OK,10/21/18 7:15,40555464,OK,10/21/18 7:15,0.677622314,OK,10/21/18 7:15,174.1467743,OK,10/21/18 7:15,377.9293213,OK,
10/21/18 7:30,157346,OK,10/21/18 7:30,197930,OK,10/21/18 7:30,1966848,OK,10/21/18 7:30,33600.21484,OK,10/21/18 7:30,918.7194824,OK,10/21/18 7:30,40555688,OK,10/21/18 7:30,0.76730835,OK,10/21/18 7:30,172.5727386,OK,10/21/18 7:30,377.2119751,OK,
10/21/18 7:45,157354,OK,10/21/18 7:45,197939,OK,10/21/18 7:45,1966899,OK,10/21/18 7:45,33600.40625,OK,10/21/18 7:45,837.6558228,OK,10/21/18 7:45,40555916,OK,10/21/18 7:45,0.699587036,OK,10/21/18 7:45,172.8681183,OK,10/21/18 7:45,377.3682861,OK,
10/21/18 8:00,157362,OK,10/21/18 8:00,197949,OK,10/21/18 8:00,1966949,OK,10/21/18 8:00,33600.63672,OK,10/21/18 8:00,1326.482178,OK,10/21/18 8:00,40556196,OK,10/21/18 8:00,1.106858887,OK,10/21/18 8:00,172.1979828,OK,10/21/18 8:00,377.5393066,OK,
10/21/18 8:15,157369,OK,10/21/18 8:15,197959,OK,10/21/18 8:15,1966997,OK,10/21/18 8:15,33600.83984,OK,10/21/18 8:15,713.0197144,OK,10/21/18 8:15,40556440,OK,10/21/18 8:15,0.59493512,OK,10/21/18 8:15,174.7452698,OK,10/21/18 8:15,378.2668152,OK,
10/21/18 8:30,157377,OK,10/21/18 8:30,197969,OK,10/21/18 8:30,1967046,OK,10/21/18 8:30,33601.04297,OK,10/21/18 8:30,1127.365845,OK,10/21/18 8:30,40556680,OK,10/21/18 8:30,0.940692749,OK,10/21/18 8:30,173.203598,OK,10/21/18 8:30,377.828125,OK,
10/21/18 8:45,157385,OK,10/21/18 8:45,197979,OK,10/21/18 8:45,1967094,OK,10/21/18 8:45,33601.22656,OK,10/21/18 8:45,917.5054932,OK,10/21/18 8:45,40556900,OK,10/21/18 8:45,0.765609192,OK,10/21/18 8:45,173.8736725,OK,10/21/18 8:45,377.920929,OK,
10/21/18 9:00,157393,OK,10/21/18 9:00,197988,OK,10/21/18 9:00,1967157,OK,10/21/18 9:00,33601.45313,OK,10/21/18 9:00,946.6051025,OK,10/21/18 9:00,40557176,OK,10/21/18 9:00,0.790247986,OK,10/21/18 9:00,173.2049408,OK,10/21/18 9:00,377.5407104,OK,
10/21/18 9:15,157401,OK,10/21/18 9:15,197998,OK,10/21/18 9:15,1967231,OK,10/21/18 9:15,33601.71875,OK,10/21/18 9:15,1567.066406,OK,10/21/18 9:15,40557488,OK,10/21/18 9:15,1.308773315,OK,10/21/18 9:15,172.8426971,OK,10/21/18 9:15,377.1978149,OK,
10/21/18 9:30,157409,OK,10/21/18 9:30,198008,OK,10/21/18 9:30,1967305,OK,10/21/18 9:30,33602.01563,OK,10/21/18 9:30,1349.712891,OK,10/21/18 9:30,40557848,OK,10/21/18 9:30,1.125198853,OK,10/21/18 9:30,171.6825409,OK,10/21/18 9:30,379.1801147,OK,
10/21/18 9:45,157417,OK,10/21/18 9:45,198018,OK,10/21/18 9:45,1967379,OK,10/21/18 9:45,33602.27344,OK,10/21/18 9:45,1266.162109,OK,10/21/18 9:45,40558156,OK,10/21/18 9:45,1.05363623,OK,10/21/18 9:45,172.6465912,OK,10/21/18 9:45,382.8753662,OK,
10/21/18 10:00,157425,OK,10/21/18 10:00,198028,OK,10/21/18 10:00,1967453,OK,10/21/18 10:00,33602.54688,OK,10/21/18 10:00,1343.609741,OK,10/21/18 10:00,40558484,OK,10/21/18 10:00,1.115306763,OK,10/21/18 10:00,173.8405457,OK,10/21/18 10:00,387.961853,OK,
10/21/18 10:15,157433,OK,10/21/18 10:15,198038,OK,10/21/18 10:15,1967527,OK,10/21/18 10:15,33602.83203,OK,10/21/18 10:15,1255.910889,OK,10/21/18 10:15,40558832,OK,10/21/18 10:15,1.040217773,OK,10/21/18 10:15,172.7823334,OK,10/21/18 10:15,391.8899536,OK,
10/21/18 10:30,157441,OK,10/21/18 10:30,198048,OK,10/21/18 10:30,1967601,OK,10/21/18 10:30,33603.08984,OK,10/21/18 10:30,1344.801758,OK,10/21/18 10:30,40559140,OK,10/21/18 10:30,1.112574341,OK,10/21/18 10:30,172.4161987,OK,10/21/18 10:30,393.9767456,OK,
10/21/18 10:45,157449,OK,10/21/18 10:45,198059,OK,10/21/18 10:45,1967672,OK,10/21/18 10:45,33603.39453,OK,10/21/18 10:45,1469.259399,OK,10/21/18 10:45,40559508,OK,10/21/18 10:45,1.212680542,OK,10/21/18 10:45,172.9506073,OK,10/21/18 10:45,398.657959,OK,
10/21/18 11:00,157457,OK,10/21/18 11:00,198069,OK,10/21/18 11:00,1967746,OK,10/21/18 11:00,33603.67188,OK,10/21/18 11:00,1297.072388,OK,10/21/18 11:00,40559848,OK,10/21/18 11:00,1.070782959,OK,10/21/18 11:00,173.2682495,OK,10/21/18 11:00,398.3408203,OK,
10/21/18 11:15,157466,OK,10/21/18 11:15,198079,OK,10/21/18 11:15,1967820,OK,10/21/18 11:15,33603.91016,OK,10/21/18 11:15,1213.569214,OK,10/21/18 11:15,40560136,OK,10/21/18 11:15,1.002341614,OK,10/21/18 11:15,173.858963,OK,10/21/18 11:15,397.5784607,OK,
10/21/18 11:30,157474,OK,10/21/18 11:30,198089,OK,10/21/18 11:30,1967894,OK,10/21/18 11:30,33604.17578,OK,10/21/18 11:30,1241.23938,OK,10/21/18 11:30,40560456,OK,10/21/18 11:30,1.024667114,OK,10/21/18 11:30,172.7711334,OK,10/21/18 11:30,398.2481079,OK,
10/21/18 11:45,157482,OK,10/21/18 11:45,198100,OK,10/21/18 11:45,1967969,OK,10/21/18 11:45,33604.42188,OK,10/21/18 11:45,1088.733521,OK,10/21/18 11:45,40560752,OK,10/21/18 11:45,0.899154541,OK,10/21/18 11:45,173.1251068,OK,10/21/18 11:45,397.5324402,OK,
10/21/18 12:00,157490,OK,10/21/18 12:00,198110,OK,10/21/18 12:00,1968046,OK,10/21/18 12:00,33604.65234,OK,10/21/18 12:00,937.7466431,OK,10/21/18 12:00,40561032,OK,10/21/18 12:00,0.775173096,OK,10/21/18 12:00,174.0679779,OK,10/21/18 12:00,396.0298462,OK,
10/21/18 12:15,157499,OK,10/21/18 12:15,198120,OK,10/21/18 12:15,1968123,OK,10/21/18 12:15,33604.92188,OK,10/21/18 12:15,1077.4375,OK,10/21/18 12:15,40561360,OK,10/21/18 12:15,0.890618835,OK,10/21/18 12:15,174.3031616,OK,10/21/18 12:15,396.1454773,OK,
10/21/18 12:30,157507,OK,10/21/18 12:30,198131,OK,10/21/18 12:30,1968200,OK,10/21/18 12:30,33605.15234,OK,10/21/18 12:30,1101.158203,OK,10/21/18 12:30,40561640,OK,10/21/18 12:30,0.911515015,OK,10/21/18 12:30,172.8975983,OK,10/21/18 12:30,393.0327759,OK,
10/21/18 12:45,157515,OK,10/21/18 12:45,198141,OK,10/21/18 12:45,1968278,OK,10/21/18 12:45,33605.39453,OK,10/21/18 12:45,1226.977905,OK,10/21/18 12:45,40561928,OK,10/21/18 12:45,1.015344666,OK,10/21/18 12:45,172.7933807,OK,10/21/18 12:45,393.6119385,OK,
